;Indice_vieillissement;ratio_FILLON
743;64.5;12.244897959183673
744;71.8;17.404129793510325
745;105.3;21.818181818181817
746;49.2;14.984709480122325
747;127.6;14.675052410901468
748;71.4;15.422885572139302
749;123.1;20.454545454545457
750;61.5;6.854838709677419
751;45.8;10.227272727272728
752;94.4;19.19191919191919
753;76.3;39.361702127659576
754;93.9;14.150943396226415
755;94.5;23.636363636363637
756;200.0;44.44444444444444
757;82.4;12.629839471199244
758;93.1;17.41511500547645
759;68.0;22.70327349524815
760;47.1;36.36363636363637
761;59.0;17.117117117117118
762;73.4;20.714285714285715
763;86.8;18.882978723404257
764;110.6;17.647058823529413
765;80.0;19.160104986876643
766;50.0;13.375796178343949
767;100.0;32.25806451612903
768;81.2;12.658227848101266
769;50.0;18.27956989247312
770;38.6;10.679611650485436
771;35.0;25.806451612903224
772;55.8;18.07909604519774
773;43.5;9.239130434782608
774;42.1;15.705128205128204
775;61.5;7.216494845360824
776;71.2;18.115942028985508
777;114.3;19.444444444444446
778;79.4;17.5531914893617
779;41.1;18.64406779661017
780;68.8;20.058997050147493
781;51.3;21.34831460674157
782;40.0;13.333333333333334
783;74.3;15.308962701799963
784;61.5;17.032967032967033
785;55.2;21.232876712328768
786;30.4;21.311475409836063
787;34.3;22.535211267605636
788;69.0;9.289617486338798
789;78.2;30.344827586206897
790;38.8;9.803921568627452
791;105.7;15.517241379310345
792;161.5;13.23529411764706
793;79.2;24.347826086956523
794;135.9;28.125
795;102.0;18.71559633027523
796;36.7;18.181818181818183
797;69.0;13.46578366445916
798;55.0;11.895910780669144
799;142.9;18.666666666666668
800;70.2;32.72727272727273
801;68.7;21.700879765395893
802;39.0;12.5
803;47.6;17.647058823529413
804;60.5;13.698630136986301
805;103.1;9.95405819295559
806;156.3;10.545454545454545
807;93.0;21.138211382113823
808;83.3;17.91907514450867
809;135.3;23.333333333333332
810;67.1;27.54491017964072
811;37.1;16.478190630048463
812;67.4;35.1063829787234
813;87.8;25.735294117647058
814;105.9;14.035087719298245
815;60.4;24.193548387096776
816;161.1;4.123711340206185
817;116.7;24.33862433862434
818;24.4;9.210526315789473
819;58.1;32.5
820;70.0;26.262626262626267
821;42.3;37.5
822;55.7;20.982142857142858
823;80.0;19.0
824;57.1;25.0
825;58.4;14.285714285714285
826;41.0;18.067226890756302
827;52.5;15.625
828;108.1;14.516129032258066
829;44.0;15.611814345991561
830;57.5;22.05029013539652
831;135.3;39.0625
832;112.1;15.822784810126583
833;55.1;21.55963302752294
834;67.2;8.552631578947368
835;29.0;15.909090909090908
836;71.6;17.59259259259259
837;56.4;12.639405204460965
838;71.0;22.89156626506024
839;83.3;35.13513513513514
840;94.0;12.279293739967898
841;106.1;17.56756756756757
842;75.0;21.235521235521233
843;51.6;16.666666666666664
844;48.4;13.754646840148698
845;25.7;10.743801652892563
846;67.0;9.482758620689655
847;65.3;13.123359580052494
848;105.1;23.397435897435898
849;28.4;10.303030303030303
850;78.7;12.380952380952381
851;88.9;30.58823529411765
852;50.0;5.714285714285714
853;101.3;22.448979591836736
854;63.6;9.621993127147768
855;54.2;13.88888888888889
856;20.0;11.666666666666666
857;81.4;14.38679245283019
858;103.2;15.053763440860216
859;43.9;15.454545454545453
860;76.7;23.423423423423422
861;76.9;21.45922746781116
862;42.9;10.238907849829351
863;101.9;23.333333333333332
864;146.2;23.595505617977526
865;60.1;14.700854700854702
866;38.2;10.16949152542373
867;63.6;16.3265306122449
868;62.8;16.94915254237288
869;84.6;27.586206896551722
870;67.9;13.953488372093023
871;81.0;16.363636363636363
872;83.1;13.696808510638297
873;84.3;10.583941605839415
874;48.0;5.670665212649945
875;66.7;15.447154471544716
876;89.7;23.91304347826087
877;66.7;12.0
878;94.6;28.08988764044944
879;41.5;9.25925925925926
880;55.0;10.416666666666668
881;42.7;17.415730337078653
882;64.3;18.633540372670808
883;144.0;13.592233009708737
884;44.9;9.75609756097561
885;64.7;13.043478260869565
886;120.0;19.51219512195122
887;63.7;11.27450980392157
888;82.6;18.274111675126903
889;51.0;17.05426356589147
890;62.3;12.895377128953772
891;48.5;13.925729442970821
892;58.3;16.27906976744186
893;45.8;16.0
894;64.1;21.158129175946545
895;105.7;17.312072892938495
896;111.1;19.35483870967742
897;59.6;15.985130111524162
898;125.0;22.151898734177212
899;74.5;13.138686131386862
900;94.4;18.0
901;96.2;14.864864864864865
902;86.5;17.44
903;109.1;26.744186046511626
904;100.0;39.39393939393939
905;96.3;34.48275862068966
906;54.3;20.588235294117645
907;27.7;16.9811320754717
908;116.7;27.500000000000004
909;53.2;12.619047619047619
910;58.9;14.588528678304238
911;64.6;18.253968253968253
912;37.9;15.151515151515152
913;73.8;14.209591474245114
914;53.9;14.492753623188406
915;36.1;31.06796116504854
916;47.3;12.195121951219512
917;55.0;24.324324324324326
918;83.7;19.2
919;86.0;16.551724137931036
920;68.2;9.523809523809524
921;25.8;5.405405405405405
922;47.2;22.88135593220339
923;68.7;30.53435114503817
924;113.4;21.133231240428792
925;74.9;14.656771799628942
926;93.8;25.925925925925924
927;54.5;13.157894736842104
928;96.8;16.38747268754552
929;67.7;14.432989690721648
930;92.2;29.761904761904763
931;60.5;24.786324786324787
932;23.8;18.461538461538463
933;82.9;19.230769230769234
934;77.0;14.156626506024098
935;40.2;9.523809523809524
936;114.9;15.454545454545453
937;61.6;12.060301507537687
938;92.9;31.147540983606557
939;56.2;20.074349442379184
940;46.4;18.69158878504673
941;71.7;19.318181818181817
942;55.6;14.790996784565916
943;133.3;36.17021276595745
944;109.8;17.51824817518248
945;70.8;11.241970021413277
946;58.7;13.679245283018867
947;100.0;22.857142857142858
948;51.7;18.181818181818183
949;81.5;20.212765957446805
950;87.7;8.520179372197308
951;48.2;11.235955056179774
952;116.7;31.25
953;130.0;19.047619047619047
954;33.3;16.129032258064516
955;45.6;16.766467065868262
956;155.2;26.666666666666668
957;84.5;16.988416988416986
958;82.4;19.148936170212767
959;63.9;7.6923076923076925
960;111.4;31.30434782608696
961;69.4;4.761904761904762
962;80.8;26.717557251908396
963;134.7;17.066290550070523
964;27.5;17.431192660550458
965;73.3;41.935483870967744
966;55.4;8.705882352941176
967;77.0;15.659955257270694
968;88.4;11.11111111111111
969;102.6;16.015625
970;26.7;20.833333333333336
971;72.7;10.0
972;95.0;26.0
973;69.8;18.4
974;85.7;37.77777777777778
975;83.3;16.94915254237288
976;105.3;17.441860465116278
977;200.0;80.0
978;84.0;24.30379746835443
979;59.5;13.88888888888889
980;43.6;16.109422492401215
981;79.1;19.12568306010929
982;51.0;15.74468085106383
983;70.6;20.161290322580644
984;62.5;9.477124183006536
985;56.8;18.925831202046037
986;100.0;13.574660633484163
987;102.8;12.612612612612612
988;102.5;23.79310344827586
989;38.9;51.85185185185185
990;135.0;25.757575757575758
991;105.9;14.117647058823529
992;83.3;16.666666666666664
993;83.0;17.073170731707318
994;33.3;19.54022988505747
995;62.7;21.29032258064516
996;48.3;32.065217391304344
997;68.8;16.25
998;64.7;31.914893617021278
999;46.7;19.51219512195122
1000;73.9;30.0
1001;31.1;12.962962962962962
1002;120.0;28.08219178082192
1003;140.0;26.168224299065418
1004;77.2;13.548387096774196
1005;49.9;18.410041841004183
1006;90.0;26.08695652173913
